,id,end_date,start_date,project_id,created_at,updated_at,instructor_updated,active
223,227,2019-09-17 03:59:00,2019-09-13 04:00:00,25,2019-09-15 00:55:13,2019-09-15 00:55:13,0,0
224,228,2019-09-17 03:59:00,2019-09-13 04:00:00,24,2019-09-15 01:13:38,2019-09-15 01:13:38,0,0
225,229,2019-09-24 03:59:00,2019-09-20 04:00:00,26,2019-09-20 04:21:08,2019-09-24 04:21:09,1,1
226,230,2019-09-24 03:59:00,2019-09-20 04:00:00,25,2019-09-20 15:00:46,2019-09-24 04:21:09,1,1
227,231,2019-10-01 03:59:00,2019-09-27 04:00:00,23,2019-09-27 04:20:30,2019-10-01 04:21:32,1,1
228,232,2019-10-01 03:59:00,2019-09-27 04:00:00,24,2019-09-27 04:20:30,2019-10-01 04:21:32,1,1
229,233,2019-10-01 03:59:00,2019-09-27 04:00:00,25,2019-09-27 04:20:30,2019-10-01 04:21:32,1,1
230,234,2019-10-01 03:59:00,2019-09-27 04:00:00,26,2019-09-27 04:20:30,2019-10-01 04:21:32,1,1
231,235,2019-10-08 03:59:00,2019-10-04 04:00:00,23,2019-10-04 05:20:54,2019-10-08 04:21:26,1,1
232,236,2019-10-08 03:59:00,2019-10-04 04:00:00,24,2019-10-04 05:20:54,2019-10-08 04:21:26,1,1
233,237,2019-10-08 03:59:00,2019-10-04 04:00:00,25,2019-10-04 05:20:54,2019-10-08 04:21:27,1,1
234,238,2019-10-08 03:59:00,2019-10-04 04:00:00,26,2019-10-04 05:20:54,2019-10-08 04:21:28,1,1
235,239,2019-10-15 03:59:00,2019-10-11 04:00:00,23,2019-10-11 04:21:21,2019-10-15 04:21:24,1,1
236,240,2019-10-15 03:59:00,2019-10-11 04:00:00,24,2019-10-11 04:21:21,2019-10-15 04:21:24,1,1
237,241,2019-10-15 03:59:00,2019-10-11 04:00:00,25,2019-10-11 04:21:21,2019-10-15 04:21:24,1,1
238,242,2019-10-15 03:59:00,2019-10-11 04:00:00,26,2019-10-11 04:21:21,2019-10-15 04:21:24,1,1
239,243,2019-10-22 03:59:00,2019-10-18 04:00:00,23,2019-10-18 04:21:09,2019-10-22 04:20:32,1,1
240,244,2019-10-22 03:59:00,2019-10-18 04:00:00,24,2019-10-18 04:21:09,2019-10-22 04:20:32,1,1
241,245,2019-10-22 03:59:00,2019-10-18 04:00:00,25,2019-10-18 04:21:09,2019-10-22 04:20:32,1,1
242,246,2019-10-22 03:59:00,2019-10-18 04:00:00,26,2019-10-18 04:21:09,2019-10-22 04:20:32,1,1
243,247,2019-10-29 03:59:00,2019-10-25 04:00:00,23,2019-10-25 04:20:59,2019-10-29 04:20:45,1,1
244,248,2019-10-29 03:59:00,2019-10-25 04:00:00,24,2019-10-25 04:20:59,2019-10-29 04:20:45,1,1
245,249,2019-10-29 03:59:00,2019-10-25 04:00:00,25,2019-10-25 04:20:59,2019-10-29 04:20:46,1,1
246,250,2019-10-29 03:59:00,2019-10-25 04:00:00,26,2019-10-25 04:20:59,2019-10-29 04:20:46,1,1
247,251,2019-11-04 04:59:00,2019-11-01 04:00:00,23,2019-11-01 04:20:44,2019-11-04 05:21:20,1,1
248,252,2019-11-04 04:59:00,2019-11-01 04:00:00,24,2019-11-01 04:20:44,2019-11-04 05:21:20,1,1
249,253,2019-11-04 04:59:00,2019-11-01 04:00:00,25,2019-11-01 04:20:44,2019-11-04 05:21:20,1,1
250,254,2019-11-04 04:59:00,2019-11-01 04:00:00,26,2019-11-01 04:20:44,2019-11-04 05:21:20,1,1
251,255,2019-11-12 04:59:00,2019-11-08 05:00:00,23,2019-11-08 05:21:21,2019-11-12 05:20:37,1,1
252,256,2019-11-12 04:59:00,2019-11-08 05:00:00,24,2019-11-08 05:21:21,2019-11-12 05:20:37,1,1
253,257,2019-11-12 04:59:00,2019-11-08 05:00:00,25,2019-11-08 05:21:21,2019-11-12 05:20:37,1,1
254,258,2019-11-12 04:59:00,2019-11-08 05:00:00,26,2019-11-08 05:21:21,2019-11-12 05:20:37,1,1
255,259,2019-11-19 04:59:00,2019-11-15 05:00:00,23,2019-11-15 05:21:26,2019-11-19 05:20:46,1,1
256,260,2019-11-19 04:59:00,2019-11-15 05:00:00,24,2019-11-15 05:21:26,2019-11-19 05:20:47,1,1
257,261,2019-11-19 04:59:00,2019-11-15 05:00:00,25,2019-11-15 05:21:26,2019-11-19 05:20:47,1,1
258,262,2019-11-19 04:59:00,2019-11-15 05:00:00,26,2019-11-15 05:21:26,2019-11-19 05:20:47,1,1
259,263,2019-11-26 04:59:00,2019-11-22 05:00:00,23,2019-11-22 05:20:36,2019-11-26 05:21:07,1,1
260,264,2019-11-26 04:59:00,2019-11-22 05:00:00,24,2019-11-22 05:20:36,2019-11-26 05:21:08,1,1
261,265,2019-11-26 04:59:00,2019-11-22 05:00:00,25,2019-11-22 05:20:36,2019-11-26 05:21:08,1,1
262,266,2019-11-26 04:59:00,2019-11-22 05:00:00,26,2019-11-22 05:20:36,2019-11-26 05:21:08,1,1
263,267,2019-12-03 04:59:00,2019-11-29 05:00:00,23,2019-11-29 05:21:00,2019-12-03 05:21:02,1,1
264,268,2019-12-03 04:59:00,2019-11-29 05:00:00,24,2019-11-29 05:21:00,2019-12-03 05:21:02,1,1
265,269,2019-12-03 04:59:00,2019-11-29 05:00:00,25,2019-11-29 05:21:00,2019-12-03 05:21:02,1,1
266,270,2019-12-03 04:59:00,2019-11-29 05:00:00,26,2019-11-29 05:21:00,2019-12-03 05:21:02,1,1
267,271,2019-12-10 04:59:00,2019-12-06 05:00:00,23,2019-12-06 05:20:29,2019-12-10 05:20:40,1,1
268,272,2019-12-10 04:59:00,2019-12-06 05:00:00,24,2019-12-06 05:20:29,2019-12-09 02:16:43,0,0
269,273,2019-12-10 04:59:00,2019-12-06 05:00:00,25,2019-12-06 05:20:29,2019-12-09 02:20:48,0,0
270,274,2019-12-10 04:59:00,2019-12-06 05:00:00,26,2019-12-06 05:20:29,2019-12-09 02:23:03,0,0
271,275,2020-02-11 04:59:00,2020-02-07 05:00:00,28,2020-02-07 05:20:44,2020-02-11 05:20:35,1,1
272,276,2020-02-18 04:59:00,2020-02-14 05:00:00,28,2020-02-14 05:20:32,2020-02-18 05:20:56,1,1
273,277,2020-02-25 04:59:00,2020-02-21 05:00:00,28,2020-02-21 05:20:59,2020-02-25 05:21:24,1,1
274,278,2020-03-03 04:59:00,2020-02-28 05:00:00,28,2020-02-28 05:20:41,2020-03-03 05:20:47,1,1
275,279,2020-03-10 03:59:00,2020-03-06 05:00:00,28,2020-03-06 05:20:29,2020-03-10 04:21:11,1,1
276,280,2020-03-17 03:59:00,2020-03-13 04:00:00,28,2020-03-13 04:20:40,2020-03-17 04:20:35,1,1
277,281,2020-03-24 03:59:00,2020-03-20 04:00:00,28,2020-03-20 04:21:26,2020-03-24 04:20:34,1,1
278,282,2020-03-31 03:59:00,2020-03-27 04:00:00,28,2020-03-27 04:20:41,2020-03-31 04:21:11,1,1
279,283,2020-04-07 03:59:00,2020-04-03 04:00:00,28,2020-04-03 04:20:38,2020-04-07 04:21:07,1,1
280,284,2020-04-14 03:59:00,2020-04-10 04:00:00,28,2020-04-10 04:21:06,2020-04-14 04:21:29,1,1
281,285,2020-04-21 03:59:00,2020-04-17 04:00:00,28,2020-04-17 04:21:19,2020-04-21 04:21:28,1,1
282,286,2020-04-28 03:59:00,2020-04-24 04:00:00,28,2020-04-24 04:21:16,2020-04-28 04:20:44,1,1
283,287,2020-05-05 03:59:00,2020-05-01 04:00:00,28,2020-05-01 04:20:49,2020-05-05 04:20:46,1,1
284,288,2020-09-08 03:59:00,2020-09-04 04:00:00,31,2020-09-04 04:21:29,2020-09-08 04:21:21,1,1
285,289,2020-09-15 03:59:00,2020-09-11 04:00:00,29,2020-09-11 04:20:55,2020-09-15 04:20:55,1,1
286,290,2020-09-15 03:59:00,2020-09-11 04:00:00,31,2020-09-11 04:20:55,2020-09-15 04:20:55,1,1
287,291,2020-09-15 03:59:00,2020-09-11 04:00:00,30,2020-09-11 15:30:17,2020-09-15 04:20:56,1,1
288,292,2020-09-22 03:59:00,2020-09-18 04:00:00,29,2020-09-18 04:21:20,2020-09-22 04:21:00,1,1
289,293,2020-09-22 03:59:00,2020-09-18 04:00:00,30,2020-09-18 04:21:21,2020-09-22 04:21:01,1,1
290,294,2020-09-22 03:59:00,2020-09-18 04:00:00,31,2020-09-18 04:21:21,2020-09-22 04:21:01,1,1
291,295,2020-09-29 03:59:00,2020-09-25 04:00:00,29,2020-09-25 04:20:56,2020-09-29 04:20:45,1,1
292,296,2020-09-29 03:59:00,2020-09-25 04:00:00,30,2020-09-25 04:20:56,2020-09-29 04:20:46,1,1
293,297,2020-09-29 03:59:00,2020-09-25 04:00:00,31,2020-09-25 04:20:57,2020-09-29 04:20:46,1,1
294,298,2020-10-06 03:59:00,2020-10-02 04:00:00,29,2020-10-02 04:21:04,2020-10-06 04:21:36,1,1
295,299,2020-10-06 03:59:00,2020-10-02 04:00:00,30,2020-10-02 04:21:04,2020-10-06 04:21:36,1,1
296,300,2020-10-06 03:59:00,2020-10-02 04:00:00,31,2020-10-02 04:21:04,2020-10-06 04:21:36,1,1
297,301,2020-10-13 03:59:00,2020-10-09 04:00:00,29,2020-10-09 04:21:40,2020-10-13 04:21:23,1,1
298,302,2020-10-13 03:59:00,2020-10-09 04:00:00,30,2020-10-09 04:21:40,2020-10-13 04:21:23,1,1
299,303,2020-10-13 03:59:00,2020-10-09 04:00:00,31,2020-10-09 04:21:40,2020-10-13 04:21:23,1,1
300,304,2020-10-20 03:59:00,2020-10-16 04:00:00,29,2020-10-16 04:20:55,2020-10-20 04:21:24,1,1
301,305,2020-10-20 03:59:00,2020-10-16 04:00:00,30,2020-10-16 04:20:55,2020-10-20 04:21:25,1,1
302,306,2020-10-20 03:59:00,2020-10-16 04:00:00,31,2020-10-16 04:20:55,2020-10-20 04:21:26,1,1
303,307,2020-10-27 03:59:00,2020-10-23 04:00:00,29,2020-10-23 04:20:46,2020-10-27 04:21:04,1,1
304,308,2020-10-27 03:59:00,2020-10-23 04:00:00,30,2020-10-23 04:20:46,2020-10-27 04:21:05,1,1
305,309,2020-10-27 03:59:00,2020-10-23 04:00:00,31,2020-10-23 04:20:46,2020-10-27 04:21:05,1,1
306,310,2020-11-02 04:59:00,2020-10-30 04:00:00,29,2020-10-30 04:20:41,2020-11-02 05:21:20,1,1
307,311,2020-11-02 04:59:00,2020-10-30 04:00:00,30,2020-10-30 04:20:41,2020-11-02 05:21:20,1,1
308,312,2020-11-02 04:59:00,2020-10-30 04:00:00,31,2020-10-30 04:20:41,2020-11-02 05:21:20,1,1
309,313,2020-11-10 04:59:00,2020-11-06 05:00:00,29,2020-11-06 05:20:43,2020-11-10 05:21:06,1,1
310,314,2020-11-10 04:59:00,2020-11-06 05:00:00,30,2020-11-06 05:20:43,2020-11-10 05:21:07,1,1
311,315,2020-11-10 04:59:00,2020-11-06 05:00:00,31,2020-11-06 05:20:43,2020-11-10 05:21:07,1,1
312,316,2020-11-17 04:59:00,2020-11-13 05:00:00,29,2020-11-13 05:21:05,2020-11-17 06:21:49,1,1
313,317,2020-11-17 04:59:00,2020-11-13 05:00:00,30,2020-11-13 05:21:05,2020-11-17 06:21:50,1,1
314,318,2020-11-17 04:59:00,2020-11-13 05:00:00,31,2020-11-13 05:21:05,2020-11-17 06:21:50,1,1
315,319,2020-11-24 04:59:00,2020-11-20 05:00:00,29,2020-11-20 05:21:18,2020-11-24 05:21:54,1,1
316,320,2020-11-24 04:59:00,2020-11-20 05:00:00,30,2020-11-20 05:21:18,2020-11-24 05:21:55,1,1
317,321,2020-11-24 04:59:00,2020-11-20 05:00:00,31,2020-11-20 05:21:18,2020-11-24 05:21:55,1,1
318,322,2020-12-01 04:59:00,2020-11-27 05:00:00,29,2020-11-27 05:21:36,2020-12-01 05:20:32,1,1
319,323,2020-12-01 04:59:00,2020-11-27 05:00:00,30,2020-11-27 05:21:36,2020-12-01 05:20:32,1,1
320,324,2020-12-01 04:59:00,2020-11-27 05:00:00,31,2020-11-27 05:21:36,2020-12-01 05:20:33,1,1
321,325,2020-12-08 04:59:00,2020-12-04 05:00:00,29,2020-12-04 05:20:55,2020-12-08 05:21:03,1,1
322,326,2020-12-08 04:59:00,2020-12-04 05:00:00,30,2020-12-04 05:20:55,2020-12-08 05:21:05,1,1
323,327,2020-12-08 04:59:00,2020-12-04 05:00:00,31,2020-12-04 05:20:55,2020-12-08 05:21:05,1,1
324,328,2021-02-23 04:59:00,2021-02-19 05:00:00,32,2021-02-19 05:21:16,2021-02-22 04:51:38,0,0
325,329,2021-02-23 04:59:00,2021-02-19 05:00:00,34,2021-02-19 05:21:16,2021-02-23 05:21:04,1,1
326,330,2021-02-23 04:59:00,2021-02-19 05:00:00,33,2021-02-22 04:41:17,2021-02-22 04:41:17,0,0
327,331,2021-03-02 04:59:00,2021-02-26 05:00:00,32,2021-02-26 05:20:37,2021-03-02 05:20:55,1,1
328,332,2021-03-02 04:59:00,2021-02-26 05:00:00,33,2021-02-26 05:20:37,2021-03-02 05:20:56,1,1
329,333,2021-03-02 04:59:00,2021-02-26 05:00:00,34,2021-02-26 05:20:37,2021-03-02 05:20:56,1,1
330,334,2021-03-09 04:59:00,2021-03-05 05:00:00,32,2021-03-05 05:20:34,2021-03-09 05:21:42,1,1
331,335,2021-03-09 04:59:00,2021-03-05 05:00:00,33,2021-03-05 05:20:34,2021-03-09 05:21:43,1,1
332,336,2021-03-09 04:59:00,2021-03-05 05:00:00,34,2021-03-05 05:20:34,2021-03-09 05:21:43,1,1
333,337,2021-03-16 03:59:00,2021-03-12 05:00:00,32,2021-03-12 05:20:57,2021-03-16 04:20:56,1,1
334,338,2021-03-16 03:59:00,2021-03-12 05:00:00,33,2021-03-12 05:20:58,2021-03-16 04:20:56,1,1
335,339,2021-03-16 03:59:00,2021-03-12 05:00:00,34,2021-03-12 05:20:58,2021-03-16 04:20:57,1,1
336,340,2021-03-23 03:59:00,2021-03-19 04:00:00,32,2021-03-19 04:20:30,2021-03-23 04:21:13,1,1
337,341,2021-03-23 03:59:00,2021-03-19 04:00:00,33,2021-03-19 04:20:30,2021-03-23 04:21:13,1,1
338,342,2021-03-23 03:59:00,2021-03-19 04:00:00,34,2021-03-19 04:20:30,2021-03-23 04:21:13,1,1
339,343,2021-03-30 03:59:00,2021-03-26 04:00:00,32,2021-03-26 04:21:00,2021-03-30 04:21:13,1,1
340,344,2021-03-30 03:59:00,2021-03-26 04:00:00,33,2021-03-26 04:21:01,2021-03-30 04:21:13,1,1
341,345,2021-03-30 03:59:00,2021-03-26 04:00:00,34,2021-03-26 04:21:01,2021-03-30 04:21:13,1,1
342,346,2021-04-06 03:59:00,2021-04-02 04:00:00,32,2021-04-02 04:21:08,2021-04-06 04:20:53,1,1
343,347,2021-04-06 03:59:00,2021-04-02 04:00:00,33,2021-04-02 04:21:08,2021-04-06 04:20:53,1,1
344,348,2021-04-06 03:59:00,2021-04-02 04:00:00,34,2021-04-02 04:21:08,2021-04-06 04:20:53,1,1
345,349,2021-04-13 03:59:00,2021-04-09 04:00:00,32,2021-04-09 04:20:54,2021-04-13 04:21:00,1,1
346,350,2021-04-13 03:59:00,2021-04-09 04:00:00,33,2021-04-09 04:20:54,2021-04-13 04:21:03,1,1
347,351,2021-04-13 03:59:00,2021-04-09 04:00:00,34,2021-04-09 04:20:55,2021-04-13 04:21:03,1,1
348,352,2021-04-20 03:59:00,2021-04-16 04:00:00,32,2021-04-16 04:21:33,2021-04-20 04:21:11,1,1
349,353,2021-04-20 03:59:00,2021-04-16 04:00:00,33,2021-04-16 04:21:33,2021-04-20 04:21:11,1,1
350,354,2021-04-20 03:59:00,2021-04-16 04:00:00,34,2021-04-16 04:21:33,2021-04-20 04:21:11,1,1
351,355,2021-04-27 03:59:00,2021-04-23 04:00:00,32,2021-04-23 04:20:33,2021-04-27 04:20:49,1,1
352,356,2021-04-27 03:59:00,2021-04-23 04:00:00,33,2021-04-23 04:20:33,2021-04-27 04:20:49,1,1
353,357,2021-04-27 03:59:00,2021-04-23 04:00:00,34,2021-04-23 04:20:33,2021-04-27 04:20:49,1,1
354,358,2021-05-04 03:59:00,2021-04-30 04:00:00,32,2021-04-30 04:20:45,2021-05-04 04:21:03,1,1
355,359,2021-05-04 03:59:00,2021-04-30 04:00:00,33,2021-04-30 04:20:46,2021-05-04 04:21:03,1,1
356,360,2021-05-04 03:59:00,2021-04-30 04:00:00,34,2021-04-30 04:20:47,2021-04-30 15:13:50,0,0
357,361,2021-05-11 03:59:00,2021-05-07 04:00:00,32,2021-05-07 04:21:58,2021-05-11 04:21:15,1,1
358,362,2021-05-11 03:59:00,2021-05-07 04:00:00,33,2021-05-07 04:21:58,2021-05-11 04:21:16,1,1
359,363,2021-08-31 03:59:00,2021-08-27 04:00:00,41,2021-08-30 23:12:47,2021-08-30 23:12:47,0,0
360,364,2021-09-21 03:59:00,2021-09-17 04:00:00,38,2021-09-17 04:23:49,2021-09-21 04:24:35,1,1
361,365,2021-09-21 03:59:00,2021-09-17 04:00:00,40,2021-09-17 04:23:49,2021-09-21 04:24:35,1,1
362,366,2021-09-21 03:59:00,2021-09-17 04:00:00,41,2021-09-19 01:56:07,2021-09-19 01:56:34,0,0
363,367,2021-09-28 03:59:00,2021-09-24 04:00:00,35,2021-09-24 04:22:54,2021-09-28 04:23:28,1,1
364,368,2021-09-28 03:59:00,2021-09-24 04:00:00,38,2021-09-24 04:22:54,2021-09-28 04:23:28,1,1
365,369,2021-09-28 03:59:00,2021-09-24 04:00:00,40,2021-09-24 04:22:54,2021-09-28 04:23:29,1,1
366,370,2021-09-28 03:59:00,2021-09-24 04:00:00,41,2021-09-24 04:22:54,2021-09-28 04:23:29,1,1
367,371,2021-10-05 03:59:00,2021-10-01 04:00:00,35,2021-10-01 04:24:10,2021-10-05 04:24:10,1,1
368,372,2021-10-05 03:59:00,2021-10-01 04:00:00,38,2021-10-01 04:24:10,2021-10-05 04:24:10,1,1
369,373,2021-10-05 03:59:00,2021-10-01 04:00:00,40,2021-10-01 04:24:10,2021-10-05 04:24:10,1,1
370,374,2021-10-05 03:59:00,2021-10-01 04:00:00,41,2021-10-01 04:24:10,2021-10-05 04:24:11,1,1
371,375,2021-10-12 03:59:00,2021-10-08 04:00:00,35,2021-10-08 04:23:00,2021-10-12 04:23:39,1,1
372,376,2021-10-12 03:59:00,2021-10-08 04:00:00,38,2021-10-08 04:23:00,2021-10-12 04:23:39,1,1
373,377,2021-10-12 03:59:00,2021-10-08 04:00:00,40,2021-10-08 04:23:00,2021-10-12 04:23:39,1,1
374,378,2021-10-12 03:59:00,2021-10-08 04:00:00,41,2021-10-08 04:23:00,2021-10-12 04:23:39,1,1
375,379,2021-10-19 03:59:00,2021-10-15 04:00:00,35,2021-10-15 04:24:21,2021-10-19 04:23:59,1,1
376,380,2021-10-19 03:59:00,2021-10-15 04:00:00,38,2021-10-15 04:24:21,2021-10-19 04:23:59,1,1
377,381,2021-10-19 03:59:00,2021-10-15 04:00:00,40,2021-10-15 04:24:21,2021-10-19 04:24:00,1,1
378,382,2021-10-19 03:59:00,2021-10-15 04:00:00,41,2021-10-15 04:24:21,2021-10-19 04:24:00,1,1
379,383,2021-10-26 03:59:00,2021-10-22 04:00:00,35,2021-10-22 04:23:32,2021-10-26 04:23:50,1,1
380,384,2021-10-26 03:59:00,2021-10-22 04:00:00,38,2021-10-22 04:23:32,2021-10-26 04:23:50,1,1
381,385,2021-10-26 03:59:00,2021-10-22 04:00:00,40,2021-10-22 04:23:32,2021-10-26 04:23:50,1,1
382,386,2021-10-26 03:59:00,2021-10-22 04:00:00,41,2021-10-22 04:23:32,2021-10-26 04:23:50,1,1
383,387,2021-11-02 03:59:00,2021-10-29 04:00:00,35,2021-10-29 04:21:57,2021-11-02 04:23:15,1,1
384,388,2021-11-02 03:59:00,2021-10-29 04:00:00,38,2021-10-29 04:21:57,2021-11-02 04:23:15,1,1
385,389,2021-11-02 03:59:00,2021-10-29 04:00:00,40,2021-10-29 04:21:57,2021-11-02 04:23:15,1,1
386,390,2021-11-02 03:59:00,2021-10-29 04:00:00,41,2021-10-29 04:21:57,2021-11-02 04:23:15,1,1
387,391,2021-11-08 04:59:00,2021-11-05 04:00:00,35,2021-11-05 04:20:45,2021-11-08 05:20:27,1,1
388,392,2021-11-08 04:59:00,2021-11-05 04:00:00,38,2021-11-05 04:20:45,2021-11-08 05:20:27,1,1
389,393,2021-11-08 04:59:00,2021-11-05 04:00:00,40,2021-11-05 04:20:45,2021-11-08 05:20:27,1,1
390,394,2021-11-08 04:59:00,2021-11-05 04:00:00,41,2021-11-05 04:20:45,2021-11-08 05:20:27,1,1
391,395,2021-11-16 04:59:00,2021-11-12 05:00:00,35,2021-11-12 05:21:15,2021-11-16 05:21:07,1,1
392,396,2021-11-16 04:59:00,2021-11-12 05:00:00,38,2021-11-12 05:21:15,2021-11-16 05:21:07,1,1
393,397,2021-11-16 04:59:00,2021-11-12 05:00:00,40,2021-11-12 05:21:15,2021-11-16 05:21:07,1,1
394,398,2021-11-16 04:59:00,2021-11-12 05:00:00,41,2021-11-12 05:21:15,2021-11-16 05:21:07,1,1
395,399,2021-11-23 04:59:00,2021-11-19 05:00:00,35,2021-11-19 05:21:11,2021-11-19 05:21:11,0,1
396,400,2021-11-23 04:59:00,2021-11-19 05:00:00,38,2021-11-19 05:21:11,2021-11-19 05:21:11,0,1
397,401,2021-11-23 04:59:00,2021-11-19 05:00:00,40,2021-11-19 05:21:11,2021-11-19 05:21:11,0,1
398,402,2021-11-23 04:59:00,2021-11-19 05:00:00,41,2021-11-19 05:21:11,2021-11-19 05:21:11,0,1
