,id,accepted,consent_form_id,user_id,created_at,updated_at,presented
59,60,0.0,1,164,2017-10-06 00:32:24,2017-10-06 00:32:46,1.0
60,61,1.0,1,159,2017-10-09 08:45:58,2017-10-09 08:46:10,1.0
61,62,1.0,1,163,2017-10-10 16:09:24,2017-10-10 16:09:33,1.0
62,63,0.0,1,160,2017-11-12 02:29:09,2017-11-12 02:29:09,
63,64,0.0,1,166,2017-11-17 04:16:31,2017-11-17 04:16:31,
64,65,0.0,1,167,2017-12-06 18:32:37,2017-12-06 18:32:37,
65,66,1.0,1,168,2017-12-12 04:27:28,2017-12-12 04:30:00,1.0
66,67,1.0,1,179,2018-02-26 02:58:31,2018-08-29 06:48:55,1.0
67,68,1.0,1,176,2018-02-26 15:56:51,2018-02-26 15:57:02,1.0
68,69,1.0,1,175,2018-02-27 02:51:38,2018-03-05 08:07:23,1.0
69,70,1.0,1,183,2018-02-27 02:52:10,2018-02-27 02:52:26,1.0
70,71,1.0,1,122,2018-02-27 04:58:43,2018-02-27 05:05:50,1.0
71,72,1.0,1,173,2018-02-27 05:04:21,2018-02-27 05:04:31,1.0
72,73,1.0,1,177,2018-02-27 06:52:02,2018-02-27 06:52:11,1.0
73,74,1.0,1,194,2018-03-01 13:37:21,2018-03-01 13:38:30,1.0
74,75,1.0,1,171,2018-03-01 13:37:50,2018-03-01 13:38:38,1.0
75,76,1.0,1,13,2018-03-02 13:22:54,2018-03-02 13:23:19,1.0
76,77,1.0,1,188,2018-03-03 09:31:43,2018-03-06 03:17:41,1.0
77,78,1.0,1,185,2018-03-04 07:57:43,2018-03-04 08:05:09,1.0
78,79,1.0,1,181,2018-03-04 08:45:04,2018-03-04 08:45:17,1.0
79,80,1.0,1,174,2018-03-04 18:11:41,2018-08-29 14:34:50,1.0
80,81,1.0,1,204,2018-03-05 06:27:40,2018-03-05 06:31:53,1.0
81,82,1.0,1,189,2018-03-05 14:04:37,2018-03-05 14:05:03,1.0
82,83,1.0,1,184,2018-03-05 14:19:24,2018-03-05 14:36:32,1.0
83,84,1.0,1,182,2018-03-05 16:42:08,2018-03-05 16:42:28,1.0
84,85,1.0,1,172,2018-03-06 03:47:59,2018-03-06 03:54:52,1.0
85,86,1.0,1,205,2018-03-06 09:57:37,2018-03-06 09:57:51,1.0
86,87,1.0,1,206,2018-03-06 11:45:19,2018-03-06 11:45:28,1.0
87,88,1.0,1,207,2018-03-14 13:04:42,2018-03-14 14:17:16,1.0
88,89,1.0,1,208,2018-03-25 11:06:04,2018-03-25 11:06:20,1.0
89,90,1.0,1,209,2018-03-25 20:36:04,2018-03-25 20:37:08,1.0
90,91,1.0,1,210,2018-03-30 12:21:41,2018-03-30 12:24:52,1.0
91,92,1.0,1,211,2018-04-02 13:46:05,2018-08-16 17:19:59,1.0
92,93,1.0,1,212,2018-04-22 08:50:40,2018-04-22 08:50:50,1.0
93,94,0.0,1,216,2018-06-16 13:49:32,2018-06-16 13:49:32,
94,95,1.0,1,217,2018-07-13 19:30:21,2018-07-13 19:30:33,1.0
95,96,1.0,1,215,2018-07-13 19:34:55,2018-07-13 19:35:05,1.0
96,97,1.0,1,220,2018-07-20 03:59:35,2018-07-20 03:59:46,1.0
97,98,1.0,1,222,2018-07-20 19:54:05,2018-07-20 19:54:17,1.0
98,99,1.0,1,223,2018-07-20 19:55:56,2018-07-20 19:56:01,1.0
99,100,1.0,1,224,2018-07-30 07:24:56,2018-07-30 07:25:03,1.0
100,101,1.0,1,227,2018-08-16 06:36:03,2018-08-16 06:36:36,1.0
101,102,1.0,1,170,2018-08-29 05:54:15,2018-08-29 05:54:22,1.0
102,103,1.0,1,233,2018-08-29 07:52:34,2018-08-29 07:53:08,1.0
103,104,1.0,1,234,2018-08-29 09:28:42,2018-08-29 09:34:56,1.0
