,id,group_id,name,members,created_at,updated_at
299,301,59,Rubies,174 230 232 234 236 ,2023-01-11 21:46:25,2023-01-11 21:46:25
300,302,60,Marker,170 179 231 233 ,2023-01-11 21:46:25,2023-01-11 21:46:25
301,303,61,Strangers,153 172 235 237 ,2023-01-11 21:46:25,2023-01-11 21:46:25
302,304,62,CHK,20 314 317 ,2023-01-11 21:46:25,2023-01-11 21:46:25
303,305,63,CCKR,105 313 315 316 ,2023-01-11 21:46:25,2023-01-11 21:46:25
304,306,64,Test Group,,2023-01-11 21:46:25,2023-01-11 21:46:25
305,307,65,test Group2,,2023-01-11 21:46:25,2023-01-11 21:46:25
306,308,66,Group 16,402 403 404 ,2023-01-11 21:46:25,2023-01-11 21:46:25
307,309,67,World class,443 455 458 ,2023-01-11 21:46:25,2023-01-11 21:46:25
308,310,68,A/S (Application Software) Center,434 457 460 463 ,2023-01-11 21:46:25,2023-01-11 21:46:25
309,311,69,Ace,153 440 450 472 ,2023-01-11 21:46:25,2023-01-11 21:46:25
310,312,70,5 stars hotel,432 444 448 449 461 ,2023-01-11 21:46:25,2023-01-11 21:46:25
311,313,71,Group E Room,191 445 464 466 ,2023-01-11 21:46:25,2023-01-11 21:46:25
312,314,72,archaeo,442 467 468 469 470 ,2023-01-11 21:46:25,2023-01-11 21:46:25
313,315,73,burritos,441 446 447 471 ,2023-01-11 21:46:25,2023-01-11 21:46:25
314,316,74,TKNS,116 148 452 493 ,2023-01-11 21:46:25,2023-01-11 21:46:25
315,317,75,GG,122 173 435 ,2023-01-11 21:46:25,2023-01-11 21:46:25
316,318,76,salty mango,437 438 490 ,2023-01-11 21:46:25,2023-01-11 21:46:25
317,319,77,MSMC KNIGHTS,567 568 569 571 572 ,2023-01-11 21:46:25,2023-01-11 21:46:25
318,320,78,JABJS,516 517 518 526 ,2023-01-11 21:46:25,2023-01-11 21:46:25
319,321,79,G.C.K.J,514 520 522 532 ,2023-01-11 21:46:25,2023-01-11 21:46:25
320,322,80,team 3,519 523 524 529 ,2023-01-11 21:46:25,2023-01-11 21:46:25
321,323,81,The Dream Team,515 525 530 586 587 ,2023-01-11 21:46:25,2023-01-11 21:46:25
322,324,82,Team 2,570 573 574 575 576 ,2023-01-11 21:46:25,2023-01-11 21:46:25
323,325,83,Team 5,,2023-01-11 21:46:25,2023-01-11 21:46:25
324,326,84,LBM,556 563 565 ,2023-01-11 21:46:25,2023-01-11 21:46:25
325,327,85,Group 4,557 561 566 ,2023-01-11 21:46:25,2023-01-11 21:46:25
326,328,86,[blank],552 554 555 558 ,2023-01-11 21:46:25,2023-01-11 21:46:25
327,329,87,Cookie Bytes,553 562 564 ,2023-01-11 21:46:25,2023-01-11 21:46:25
328,330,88,Team IDK,537 540 541 550 ,2023-01-11 21:46:25,2023-01-11 21:46:25
329,331,89,Young Moguls,543 544 545 546 ,2023-01-11 21:46:25,2023-01-11 21:46:25
330,332,90,team 3,538 542 ,2023-01-11 21:46:25,2023-01-11 21:46:25
331,333,91,Athletive,536 547 548 549 551 ,2023-01-11 21:46:25,2023-01-11 21:46:25
332,334,92,Group1,,2023-01-11 21:46:25,2023-01-11 21:46:25
333,335,93,The Apple Tree,562 607 610 612 ,2023-01-11 21:46:25,2023-01-11 21:46:25
334,336,94,LFKD,555 558 605 608 ,2023-01-11 21:46:25,2023-01-11 21:46:25
335,337,95,MZMS,561 566 606 611 ,2023-01-11 21:46:25,2023-01-11 21:46:25
336,338,96,Crowdsourcing,558 612 647 650 652 ,2023-01-11 21:46:25,2023-01-11 21:46:25
337,339,97,Simulations,555 566 575 610 ,2023-01-11 21:46:25,2023-01-11 21:46:25
338,340,98,Clickers,561 605 606 646 ,2023-01-11 21:46:25,2023-01-11 21:46:25
339,341,99,Database Crew,647 659 666 669 ,2023-01-11 21:46:25,2023-01-11 21:46:25
340,342,100,Data Gang,641 643 667 668 ,2023-01-11 21:46:25,2023-01-11 21:46:25
341,343,101,no name II,560 652 663 682 ,2023-01-11 21:46:25,2023-01-11 21:46:25
342,344,102,Run-DMT,639 679 681 685 ,2023-01-11 21:46:25,2023-01-11 21:46:25
343,345,103,TeleHealth,654 655 671 678 ,2023-01-11 21:46:25,2023-01-11 21:46:25
344,346,104,The Tech Alphas,645 662 674 676 ,2023-01-11 21:46:25,2023-01-11 21:46:25
345,347,105,ABPX,653 657 664 675 ,2023-01-11 21:46:25,2023-01-11 21:46:25
346,348,106,No Name I,649 658 661 672 ,2023-01-11 21:46:25,2023-01-11 21:46:25
347,349,107,The Beta Testers,642 656 660 690 ,2023-01-11 21:46:25,2023-01-11 21:46:25
348,350,108,The Wayfinders,654 671 730 ,2023-01-11 21:46:25,2023-01-11 21:46:25
349,351,109,Technology Titans,555 558 575 605 ,2023-01-11 21:46:25,2023-01-11 21:46:25
350,352,110,ocd team,562 606 610 659 ,2023-01-11 21:46:25,2023-01-11 21:46:25
351,353,111,Techi Students,555 558 574 575 605 ,2023-01-11 21:46:25,2023-01-11 21:46:25
352,354,112,Discoverers,561 566 612 ,2023-01-11 21:46:25,2023-01-11 21:46:25
353,355,113,Game Chasers,575 608 671 685 733 ,2023-01-11 21:46:25,2023-01-11 21:46:25
354,356,114,Team 4,554 571 658 664 734 ,2023-01-11 21:46:25,2023-01-11 21:46:25
355,357,115,no name,666 732 ,2023-01-11 21:46:25,2023-01-11 21:46:25
356,358,116,#NoName,606 661 ,2023-01-11 21:46:25,2023-01-11 21:46:25
357,359,117,cupcake,561 566 610 612 ,2023-01-11 21:46:25,2023-01-11 21:46:25
358,360,118,DreamTeam,654 671 787 ,2023-01-11 21:46:25,2023-01-11 21:46:25
359,361,119,Systeam,564 639 649 671 ,2023-01-11 21:46:25,2023-01-11 21:46:25
360,362,120,Team 1,554 661 668 ,2023-01-11 21:46:25,2023-01-11 21:46:25
361,363,121,Sophomore Savages,781 782 783 798 799 ,2023-01-11 21:46:25,2023-01-11 21:46:25
362,364,122,KDJC,776 780 788 791 ,2023-01-11 21:46:25,2023-01-11 21:46:25
363,365,123,Database Daddies,639 681 730 ,2023-01-11 21:46:25,2023-01-11 21:46:25
364,366,124,Team Team,554 655 801 ,2023-01-11 21:46:25,2023-01-11 21:46:25
365,367,125,Team 1,777 784 790 800 ,2023-01-11 21:46:25,2023-01-11 21:46:25
366,368,126,Syntax Terror,778 792 794 795 ,2023-01-11 21:46:25,2023-01-11 21:46:25
367,369,127,Unnamed,540 676 789 793 ,2023-01-11 21:46:25,2023-01-11 21:46:25
368,370,128,A Team,653 664 796 797 ,2023-01-11 21:46:25,2023-01-11 21:46:25
369,371,129,Group 1,789 802 809 ,2023-01-11 21:46:25,2023-01-11 21:46:25
370,372,130,Group 2,807 810 ,2023-01-11 21:46:25,2023-01-11 21:46:25
371,373,131,Group 3,805 806 808 ,2023-01-11 21:46:25,2023-01-11 21:46:25
372,374,132,Group 4,803 804 ,2023-01-11 21:46:25,2023-01-11 21:46:25
